case_id,case_type,country,processing_stage,office_id,office_load,priority,document_complexity,documents_missing,client_response_delay_days,reassignment_count,days_in_stage,sla_target_days,total_processing_days,sla_breach
328,Relocation,US,Submission,115,89,Normal,Low,3,4,1,18,35,55.0,True
329,Visa Renewal,UK,Intake,113,64,Normal,Low,6,16,3,13,30,70.7,True
330,Visa Renewal,CA,Decision,111,128,Normal,Medium,3,4,1,18,30,59.3,True
331,Payroll,US,Government Review,118,90,Normal,Medium,5,25,2,4,14,88.7,True
332,Tax,CA,Intake,114,60,Normal,High,0,30,1,4,21,71.3,True
333,Payroll,US,Intake,101,44,Normal,High,3,2,1,27,14,51.5,True
334,Work Permit,CA,Government Review,101,108,Normal,High,3,18,1,16,45,84.0,True
335,Visa Renewal,US,Decision,118,69,Normal,Low,3,7,0,14,30,48.7,True
336,Relocation,CA,Submission,116,20,Normal,Low,1,10,1,14,35,47.6,True
337,Work Permit,US,Government Review,119,73,Normal,Medium,4,2,4,7,45,77.5,True
338,Work Permit,UK,Decision,109,105,Normal,Low,4,2,1,45,45,66.4,True
339,PR Application,DE,Government Review,105,103,Normal,Medium,5,0,2,14,90,86.9,False
340,PR Application,US,Documentation,114,32,Normal,Medium,3,29,1,42,90,95.7,True
341,Relocation,CA,Government Review,110,59,Normal,Medium,4,23,0,45,35,95.7,True
342,Relocation,US,Government Review,104,40,Normal,Low,5,12,1,6,35,72.0,True
343,Relocation,UK,Government Review,100,106,Normal,Medium,3,30,1,43,35,97.8,True
344,Work Permit,US,Government Review,107,60,Urgent,Medium,4,29,2,38,38,109.3,True
345,Visa Renewal,CA,Closure,111,80,Normal,High,4,9,1,27,30,77.9,True
346,Work Permit,CA,Documentation,111,52,Normal,Low,5,25,1,11,45,73.6,True
347,Work Permit,AU,Closure,104,92,Urgent,High,6,5,1,31,38,79.4,True
348,Payroll,CA,Government Review,106,48,Normal,Medium,2,10,2,3,14,56.8,True
349,PR Application,UK,Government Review,103,74,Urgent,Medium,5,7,0,1,83,73.0,False
350,Tax,CA,Intake,105,51,Normal,Medium,1,18,3,16,21,59.4,True
351,Visa Renewal,AU,Submission,112,30,Normal,Medium,2,29,1,44,30,79.1,True
352,Visa Renewal,DE,Decision,119,71,Normal,Low,2,10,0,27,30,48.2,True
353,Visa Renewal,US,Government Review,114,55,Normal,Low,4,5,0,3,30,49.6,True
354,Work Permit,DE,Intake,102,112,Normal,High,0,30,3,8,45,91.7,True
355,Work Permit,CA,Government Review,107,50,Normal,Medium,0,11,1,16,45,57.1,True
356,Tax,DE,Intake,119,33,Normal,Low,6,17,1,2,21,54.3,True
357,PR Application,DE,Closure,115,82,Urgent,Medium,1,2,2,29,83,66.5,False
358,Relocation,US,Decision,112,71,Normal,Low,3,12,1,16,35,57.4,True
359,Relocation,UK,Intake,117,73,Normal,Low,4,3,2,29,35,56.1,True
360,Payroll,US,Decision,109,69,Normal,Medium,1,8,0,31,14,54.8,True
361,Work Permit,US,Closure,118,108,Normal,Low,2,30,1,42,45,79.0,True
362,Visa Renewal,US,Submission,116,73,Normal,Low,4,15,2,11,30,65.6,True
363,Visa Renewal,UK,Government Review,118,109,Normal,Medium,2,11,1,32,30,80.3,True
364,Tax,US,Submission,104,105,Normal,Medium,1,19,1,24,21,74.0,True
365,Payroll,US,Government Review,108,92,Normal,Low,0,6,0,19,14,48.0,True
366,Visa Renewal,UK,Documentation,111,116,Urgent,Low,1,11,1,32,23,58.3,True
367,Tax,US,Documentation,100,106,Normal,Low,5,7,1,10,21,53.1,True
368,Tax,US,Submission,100,118,Normal,Low,4,20,1,32,21,77.5,True
369,Visa Renewal,US,Intake,114,103,Normal,Low,4,14,1,23,30,57.5,True
370,Visa Renewal,CA,Decision,101,116,Normal,Low,6,1,2,33,30,64.6,True
371,Relocation,CA,Documentation,115,54,Normal,Low,3,30,3,30,35,94.8,True
372,Payroll,US,Submission,107,129,Normal,Medium,0,10,2,30,14,54.1,True
373,Work Permit,AU,Decision,112,49,Urgent,Low,4,23,3,7,38,78.5,True
374,Tax,UK,Submission,100,129,Normal,Low,0,20,1,16,21,58.8,True
375,Visa Renewal,CA,Government Review,115,74,Normal,Low,4,4,0,43,30,62.8,True
376,Tax,CA,Closure,106,113,Normal,Low,0,22,2,1,21,48.6,True
377,Relocation,CA,Decision,104,105,Normal,Medium,6,5,2,30,35,71.7,True
378,Relocation,UK,Documentation,102,128,Normal,Low,5,18,5,34,35,92.5,True
379,Tax,US,Submission,111,20,Normal,Low,6,29,2,34,21,83.8,True
380,Tax,US,Closure,115,34,Normal,Low,1,13,1,38,21,54.4,True
381,Tax,AU,Submission,118,44,Normal,Medium,0,6,3,31,21,48.0,True
382,Work Permit,US,Submission,104,39,Normal,Low,2,11,0,8,45,37.4,False
383,Tax,CA,Documentation,113,90,Normal,Medium,5,29,3,20,21,93.6,True
384,Work Permit,AU,Intake,104,35,Normal,Low,1,16,2,29,45,61.0,True
385,Relocation,UK,Government Review,114,71,Normal,Low,4,3,2,31,35,62.8,True
386,Relocation,CA,Decision,116,106,Normal,Medium,4,19,1,21,35,82.2,True
387,Relocation,UK,Closure,113,104,Normal,Medium,3,21,4,26,35,85.5,True
388,Relocation,US,Decision,119,84,Normal,Medium,5,21,2,31,35,92.2,True
389,Payroll,DE,Documentation,104,103,Normal,Low,2,9,1,20,14,48.5,True
390,Work Permit,CA,Intake,111,102,Normal,Medium,5,23,1,22,45,70.0,True
391,PR Application,DE,Closure,115,89,Urgent,Low,6,27,0,40,83,91.1,True
392,Visa Renewal,AU,Documentation,115,121,Normal,Medium,3,0,2,26,30,60.1,True
393,Work Permit,AU,Documentation,106,115,Urgent,Medium,6,28,1,17,38,89.9,True
394,Work Permit,AU,Closure,103,20,Normal,Low,5,22,2,25,45,69.1,True
395,Payroll,CA,Government Review,100,113,Normal,Medium,6,29,1,37,14,109.8,True
396,Tax,CA,Documentation,104,35,Normal,Medium,1,3,2,27,21,41.7,True
397,Payroll,CA,Decision,109,46,Normal,Low,3,12,1,3,14,42.1,True
398,Payroll,UK,Closure,104,37,Urgent,High,1,5,2,24,7,52.2,True
399,Work Permit,AU,Intake,103,96,Normal,Medium,3,25,2,25,45,81.1,True
400,Visa Renewal,US,Decision,101,63,Normal,Low,0,14,1,10,30,53.1,True
401,PR Application,AU,Submission,119,69,Normal,High,1,13,0,36,90,84.9,False
402,Relocation,DE,Government Review,109,111,Normal,Low,1,24,1,42,35,94.3,True
403,Relocation,AU,Closure,118,93,Normal,Medium,0,2,4,18,35,58.7,True
404,Visa Renewal,AU,Closure,100,33,Normal,Medium,0,23,2,45,30,63.4,True
405,PR Application,US,Documentation,104,71,Normal,Medium,2,18,1,17,90,69.7,False
406,Relocation,US,Documentation,112,112,Urgent,Low,6,5,0,14,28,61.2,True
407,Work Permit,US,Intake,103,94,Normal,High,0,1,0,19,45,52.9,True
408,Relocation,US,Government Review,115,69,Normal,Low,3,8,0,18,35,62.8,True
409,Relocation,UK,Intake,115,110,Normal,Low,0,29,1,23,35,63.9,True
410,Relocation,DE,Submission,101,127,Urgent,Low,0,12,2,8,28,54.4,True
411,Work Permit,AU,Intake,116,36,Normal,High,1,17,0,16,45,58.8,True
412,Tax,UK,Submission,119,22,Normal,High,1,11,2,25,21,59.3,True
413,Work Permit,US,Intake,111,81,Urgent,Low,5,20,1,43,38,75.9,True
414,Visa Renewal,US,Decision,117,114,Normal,High,0,21,0,32,30,89.5,True
415,Tax,US,Documentation,102,40,Normal,Low,6,3,2,19,21,51.3,True
416,Relocation,CA,Documentation,100,52,Normal,High,2,27,1,18,35,88.3,True
417,Visa Renewal,CA,Decision,100,20,Urgent,Medium,1,22,1,32,23,64.4,True
418,Tax,US,Government Review,118,89,Urgent,Low,3,28,1,40,14,82.1,True
419,Relocation,CA,Documentation,110,75,Urgent,Low,5,6,2,15,28,63.0,True
420,Tax,US,Intake,104,23,Normal,Low,3,11,2,21,21,47.4,True
421,Tax,UK,Government Review,111,41,Normal,Low,0,22,5,11,21,85.6,True
422,PR Application,CA,Submission,102,96,Normal,Medium,0,10,1,29,90,76.3,False
423,Relocation,CA,Decision,100,77,Urgent,Low,2,6,0,32,28,50.6,True
424,Work Permit,CA,Submission,100,63,Urgent,High,6,28,1,6,38,94.1,True
425,Visa Renewal,AU,Documentation,107,76,Normal,Medium,0,25,1,19,30,65.4,True
426,Relocation,US,Submission,109,113,Normal,Medium,6,26,2,16,35,84.4,True
427,PR Application,CA,Government Review,110,59,Normal,Low,6,9,0,12,90,79.7,False
428,Relocation,DE,Closure,111,109,Normal,High,5,8,0,15,35,59.6,True
429,Visa Renewal,UK,Intake,112,75,Normal,Medium,4,1,2,11,30,49.5,True
430,Work Permit,AU,Government Review,111,82,Normal,High,4,4,1,39,45,92.3,True
431,Relocation,CA,Intake,113,122,Normal,High,0,9,1,10,35,63.1,True
432,Visa Renewal,CA,Submission,101,58,Normal,Low,5,24,0,37,30,68.6,True
433,Tax,US,Decision,118,26,Urgent,Low,4,27,2,24,14,81.0,True
434,Work Permit,UK,Submission,117,33,Urgent,Medium,6,28,1,36,38,83.7,True
435,PR Application,US,Closure,102,109,Urgent,High,3,13,3,1,83,80.1,False
436,Payroll,US,Government Review,116,37,Normal,Medium,5,26,2,17,14,88.8,True
437,Work Permit,CA,Closure,107,74,Normal,Low,5,15,1,14,45,60.8,True
438,Relocation,CA,Decision,109,75,Normal,Medium,0,26,0,38,35,70.3,True
439,Work Permit,US,Intake,101,107,Urgent,Low,3,1,4,25,38,67.8,True
440,PR Application,UK,Documentation,118,76,Normal,Low,6,18,3,37,90,87.5,False
441,Relocation,UK,Submission,108,77,Normal,Medium,3,22,1,35,35,79.3,True
442,Relocation,US,Documentation,106,44,Normal,Low,4,8,0,22,35,52.1,True
443,Relocation,CA,Submission,103,115,Urgent,Medium,2,13,2,7,28,54.3,True
444,Payroll,UK,Submission,117,89,Normal,High,3,14,1,11,14,73.3,True
445,Work Permit,CA,Closure,112,99,Normal,Medium,4,18,1,10,45,62.6,True
446,Work Permit,CA,Submission,110,22,Normal,High,6,30,0,14,45,85.4,True
447,Tax,CA,Decision,103,40,Urgent,Medium,2,25,2,35,14,81.2,True
448,Relocation,UK,Closure,103,51,Normal,Low,6,7,1,36,35,52.6,True
449,Payroll,AU,Decision,109,21,Normal,Medium,5,26,1,6,14,66.3,True
450,PR Application,UK,Documentation,104,39,Normal,High,4,14,1,5,90,88.4,False
451,Tax,US,Submission,108,94,Normal,High,4,7,0,42,21,70.0,True
452,Relocation,CA,Documentation,102,37,Normal,Medium,0,27,0,7,35,47.0,True
453,Tax,AU,Submission,116,73,Normal,Low,5,3,0,15,21,42.8,True
454,Payroll,US,Submission,102,94,Normal,Low,6,26,1,21,14,74.0,True
455,Relocation,AU,Decision,115,118,Urgent,Low,5,28,0,18,28,82.2,True
456,Work Permit,AU,Submission,103,55,Normal,High,1,5,1,1,45,42.9,False
457,Visa Renewal,US,Government Review,117,121,Urgent,Medium,2,10,2,4,23,70.3,True
458,Work Permit,AU,Closure,116,95,Normal,High,4,11,2,11,45,69.0,True
459,Visa Renewal,CA,Intake,106,80,Normal,Medium,3,23,2,10,30,68.5,True
460,Visa Renewal,DE,Submission,104,79,Urgent,Medium,3,27,4,45,23,100.7,True
461,Relocation,CA,Decision,111,114,Normal,Low,1,8,4,19,35,67.5,True
462,PR Application,CA,Documentation,116,55,Normal,Low,6,17,3,42,90,100.9,True
463,Relocation,UK,Government Review,112,113,Normal,Low,2,16,2,30,35,92.9,True
464,PR Application,DE,Documentation,102,63,Normal,Medium,0,20,1,41,90,79.7,False
465,Work Permit,US,Decision,108,87,Normal,Low,2,25,4,41,45,90.3,True
466,Work Permit,UK,Documentation,116,85,Normal,Medium,3,2,1,20,45,61.2,True
467,Work Permit,US,Documentation,116,63,Urgent,Low,6,26,3,27,38,88.7,True
468,Relocation,CA,Government Review,119,96,Normal,Medium,6,12,3,12,35,73.2,True
469,Work Permit,CA,Documentation,115,109,Normal,Low,3,5,0,14,45,47.6,True
470,Visa Renewal,CA,Documentation,112,48,Normal,Medium,0,27,2,34,30,82.7,True
471,Relocation,CA,Submission,118,67,Urgent,Low,0,13,2,42,28,53.9,True
472,Tax,US,Submission,116,55,Normal,Medium,3,26,0,38,21,75.6,True
473,Work Permit,US,Government Review,103,111,Normal,Low,6,0,2,2,45,55.2,True
474,PR Application,US,Government Review,111,27,Normal,Medium,6,27,3,32,90,119.4,True
475,PR Application,CA,Government Review,108,24,Urgent,High,4,26,3,18,83,112.7,True
476,Tax,AU,Government Review,118,115,Normal,Low,4,3,0,21,21,56.9,True
477,Payroll,US,Documentation,111,113,Normal,Low,0,21,0,11,14,50.2,True
478,Work Permit,AU,Intake,108,97,Normal,Medium,5,17,1,30,45,67.9,True
479,Work Permit,DE,Decision,106,66,Urgent,Medium,4,10,2,19,38,77.6,True
480,Payroll,UK,Decision,113,62,Normal,Low,6,10,2,40,14,67.0,True
481,Relocation,UK,Documentation,119,29,Urgent,Medium,0,7,2,30,28,60.0,True
482,Relocation,DE,Submission,118,29,Normal,Low,2,3,2,35,35,47.9,True
483,PR Application,US,Submission,114,25,Normal,Low,2,1,0,4,90,51.9,False
484,PR Application,CA,Government Review,115,35,Normal,Low,2,0,2,21,90,73.1,False
485,Payroll,UK,Government Review,104,79,Normal,Medium,0,23,0,5,14,76.7,True
486,Payroll,UK,Intake,102,45,Normal,Medium,0,9,0,36,14,55.3,True
487,Tax,DE,Government Review,111,40,Normal,Medium,4,16,2,27,21,80.0,True
488,Visa Renewal,US,Intake,119,119,Normal,High,4,6,3,7,30,63.1,True
489,Tax,UK,Submission,103,77,Normal,Low,4,6,0,31,21,61.2,True
490,Work Permit,CA,Decision,115,60,Normal,Medium,1,12,1,20,45,60.3,True
491,Visa Renewal,CA,Submission,106,125,Normal,High,0,21,1,25,30,80.1,True
492,Payroll,CA,Intake,112,49,Urgent,Low,5,23,2,38,7,66.9,True
493,Visa Renewal,UK,Closure,109,24,Normal,Low,2,25,0,25,30,54.1,True
494,Visa Renewal,AU,Decision,106,29,Normal,High,6,0,2,17,30,71.3,True
495,Work Permit,CA,Decision,113,114,Normal,High,6,27,3,37,45,103.2,True
496,Tax,DE,Submission,104,30,Normal,Low,2,0,2,15,21,43.7,True
497,Relocation,CA,Documentation,102,121,Normal,Low,1,12,3,10,35,63.8,True
498,PR Application,US,Closure,110,82,Urgent,Low,1,0,1,34,83,51.1,False
499,Visa Renewal,US,Government Review,110,26,Urgent,Low,2,5,1,44,23,61.9,True
500,Tax,US,Decision,117,78,Normal,Low,0,22,2,43,21,74.1,True
501,Tax,CA,Documentation,114,31,Normal,Medium,2,25,0,7,21,60.6,True
502,Visa Renewal,CA,Documentation,111,83,Normal,High,2,24,1,39,30,90.2,True
503,Relocation,UK,Closure,108,128,Normal,Low,5,9,1,25,35,58.1,True
504,Work Permit,DE,Government Review,109,60,Normal,Medium,6,20,1,39,45,111.1,True
505,Payroll,US,Intake,111,79,Normal,Low,1,0,1,44,14,39.0,True
506,PR Application,US,Documentation,116,91,Normal,Low,1,24,1,28,90,80.7,False
507,Payroll,US,Submission,105,47,Normal,Medium,6,4,2,42,14,75.1,True
508,Visa Renewal,CA,Intake,106,99,Normal,Low,4,21,1,27,30,56.2,True
509,Tax,US,Submission,113,82,Normal,Low,1,24,2,37,21,81.3,True
510,Tax,US,Submission,112,22,Normal,High,5,1,2,39,21,67.6,True
511,Tax,AU,Decision,107,120,Normal,Low,5,29,4,38,21,98.8,True
512,Payroll,DE,Submission,109,51,Normal,Medium,6,2,3,28,14,59.1,True
513,Visa Renewal,US,Closure,108,40,Urgent,Low,2,29,2,34,23,65.9,True
514,Work Permit,CA,Documentation,117,74,Urgent,Low,5,22,0,29,38,70.6,True
515,PR Application,CA,Government Review,101,128,Normal,Medium,4,2,0,45,90,87.6,False
516,Tax,DE,Intake,104,37,Normal,Medium,2,30,2,8,21,73.0,True
517,Relocation,CA,Government Review,104,72,Normal,Low,0,17,2,13,35,68.5,True
518,Work Permit,US,Closure,105,129,Normal,Medium,0,22,2,37,45,75.7,True
519,Relocation,DE,Decision,118,94,Normal,High,6,7,1,3,35,80.6,True
520,Visa Renewal,CA,Government Review,107,80,Normal,Medium,1,8,3,14,30,82.5,True
521,Relocation,US,Submission,115,69,Normal,Low,4,1,3,32,35,66.6,True
522,PR Application,CA,Decision,112,27,Normal,Medium,5,28,0,23,90,88.5,False
523,Tax,CA,Closure,100,31,Urgent,Medium,3,1,1,23,14,44.5,True
524,Visa Renewal,CA,Closure,119,70,Normal,Medium,0,26,0,13,30,60.2,True
525,Relocation,US,Submission,116,85,Normal,Medium,5,15,1,41,35,86.3,True
526,Visa Renewal,CA,Closure,106,60,Normal,Low,6,6,2,39,30,58.8,True
527,Work Permit,US,Documentation,112,41,Normal,Medium,0,29,2,21,45,72.5,True
528,Tax,DE,Documentation,103,28,Normal,Medium,0,30,0,43,21,81.1,True
529,Payroll,US,Intake,103,97,Normal,Medium,0,3,2,31,14,49.6,True
530,Visa Renewal,US,Documentation,105,98,Normal,High,1,4,3,7,30,57.7,True
531,Tax,UK,Decision,118,30,Urgent,High,4,0,1,36,14,68.2,True
532,Payroll,DE,Decision,111,32,Normal,Medium,0,30,2,19,14,84.1,True
533,Tax,DE,Decision,106,75,Urgent,Medium,5,21,1,22,14,76.3,True
534,Work Permit,CA,Government Review,109,47,Normal,Medium,5,9,2,24,45,74.5,True
535,Payroll,US,Government Review,118,108,Normal,Medium,6,12,1,24,14,80.6,True
536,Visa Renewal,DE,Government Review,106,83,Normal,High,1,23,0,21,30,89.9,True
537,Visa Renewal,UK,Submission,102,120,Normal,Medium,4,26,2,43,30,93.1,True
538,Work Permit,US,Decision,112,83,Normal,Low,4,14,2,13,45,73.5,True
539,Relocation,AU,Government Review,112,89,Normal,Medium,6,0,0,6,35,64.0,True
540,Work Permit,US,Government Review,117,74,Normal,Medium,3,17,2,28,45,92.2,True
541,Visa Renewal,AU,Government Review,119,56,Normal,Medium,2,22,4,32,30,91.9,True
542,Visa Renewal,AU,Decision,107,52,Normal,Medium,0,13,4,13,30,60.9,True
543,Tax,UK,Documentation,108,44,Normal,Low,1,17,2,34,21,61.7,True
544,Tax,AU,Submission,106,42,Normal,Low,4,24,0,32,21,59.8,True
545,Visa Renewal,UK,Decision,100,79,Urgent,Low,3,21,2,14,23,72.7,True
546,Tax,US,Submission,102,75,Urgent,Low,2,11,2,32,14,48.4,True
547,Tax,CA,Decision,112,82,Normal,Low,4,11,0,45,21,61.1,True
548,Tax,US,Documentation,116,27,Normal,Medium,4,4,0,5,21,41.4,True
549,Work Permit,CA,Submission,100,36,Normal,Low,0,6,1,35,45,40.8,False
550,Tax,DE,Decision,105,114,Urgent,High,2,25,1,4,14,80.6,True
551,Payroll,CA,Submission,105,109,Normal,Low,2,23,2,14,14,64.0,True
552,Tax,CA,Government Review,111,76,Normal,Low,6,12,1,18,21,77.0,True
553,Visa Renewal,UK,Documentation,112,94,Normal,Medium,1,8,2,11,30,52.3,True
554,Relocation,AU,Documentation,112,81,Normal,Low,3,5,2,19,35,58.4,True
555,PR Application,US,Government Review,114,113,Normal,High,6,20,1,2,90,107.9,True
556,Relocation,CA,Intake,115,30,Normal,Low,5,6,2,34,35,54.9,True
557,Work Permit,US,Decision,110,86,Normal,Low,1,17,0,3,45,50.9,True
558,Visa Renewal,UK,Decision,104,59,Normal,High,3,14,2,29,30,75.6,True
559,Tax,US,Documentation,103,59,Urgent,Low,6,7,3,23,14,74.1,True
560,Tax,UK,Government Review,102,75,Normal,Low,1,27,3,1,21,78.6,True
561,Work Permit,US,Government Review,118,72,Normal,Low,3,19,1,42,45,82.5,True
562,Payroll,US,Documentation,119,104,Normal,Medium,5,15,5,6,14,90.4,True
563,Visa Renewal,AU,Documentation,117,118,Normal,Low,0,16,3,17,30,66.3,True
564,PR Application,US,Submission,114,47,Normal,Medium,3,2,0,19,90,69.9,False
565,Tax,CA,Government Review,108,105,Normal,Medium,5,12,0,44,21,75.1,True
566,Tax,US,Government Review,116,61,Normal,High,1,8,0,2,21,58.8,True
567,Payroll,CA,Government Review,113,65,Normal,Low,2,19,1,15,14,58.0,True
568,Visa Renewal,CA,Decision,114,37,Urgent,Low,4,14,1,23,23,59.1,True
569,Tax,CA,Decision,100,42,Normal,Low,5,25,1,19,21,70.3,True
570,Work Permit,US,Government Review,102,45,Normal,Medium,5,25,1,33,45,92.8,True
571,Tax,CA,Decision,115,118,Normal,Low,5,29,1,6,21,77.0,True
572,Tax,UK,Documentation,110,48,Urgent,Medium,3,26,1,19,14,72.0,True
573,PR Application,DE,Decision,111,71,Normal,Medium,6,15,1,30,90,91.9,True
574,Visa Renewal,CA,Government Review,109,129,Urgent,Low,3,15,3,22,23,77.7,True
575,Tax,UK,Decision,115,94,Normal,Medium,2,18,1,3,21,71.3,True
576,Work Permit,US,Government Review,107,125,Normal,Low,0,3,0,5,45,43.6,False
577,Work Permit,US,Documentation,105,65,Normal,Low,1,18,2,30,45,68.8,True
578,Tax,US,Government Review,111,20,Normal,Low,0,18,1,3,21,48.6,True
579,Relocation,US,Submission,107,82,Normal,Low,6,1,1,39,35,55.3,True
580,Tax,US,Government Review,103,35,Normal,Medium,3,5,1,39,21,64.3,True
581,Visa Renewal,CA,Submission,107,44,Normal,Medium,3,12,3,28,30,66.8,True
582,Work Permit,UK,Decision,117,81,Normal,Low,5,14,3,1,45,71.4,True
583,Tax,AU,Government Review,104,121,Normal,High,5,9,0,22,21,77.2,True
584,Relocation,US,Government Review,108,101,Urgent,Low,0,21,1,45,28,79.9,True
585,Work Permit,UK,Documentation,103,99,Urgent,Low,1,9,0,45,38,55.2,True
586,Tax,DE,Closure,116,102,Normal,Low,3,3,0,39,21,43.6,True
587,Relocation,UK,Decision,108,35,Urgent,Medium,3,13,0,17,28,66.1,True
588,PR Application,US,Decision,100,88,Normal,High,6,7,0,42,90,85.3,False
589,Relocation,US,Documentation,119,110,Normal,Medium,0,5,0,28,35,53.3,True
590,Tax,US,Government Review,112,127,Normal,High,4,11,2,30,21,101.0,True
591,Tax,CA,Intake,115,89,Normal,Low,5,7,1,40,21,62.2,True
592,Tax,DE,Government Review,112,53,Normal,Low,2,5,0,8,21,50.7,True
593,Work Permit,US,Intake,113,99,Normal,Medium,3,14,1,27,45,66.0,True
594,Tax,US,Government Review,102,72,Normal,Medium,1,28,1,41,21,94.0,True
595,PR Application,UK,Government Review,105,42,Normal,Low,4,24,3,45,90,110.3,True
596,Tax,DE,Submission,117,62,Urgent,High,0,18,2,25,14,80.6,True
597,Visa Renewal,CA,Submission,118,63,Urgent,Low,6,13,3,13,23,64.7,True
598,Tax,UK,Decision,104,51,Normal,Low,0,2,0,34,21,46.2,True
599,Tax,CA,Intake,114,126,Normal,Medium,6,17,2,39,21,79.3,True
600,Work Permit,US,Decision,101,42,Normal,Medium,1,9,0,7,45,58.6,True
601,Relocation,CA,Documentation,109,39,Normal,Low,6,13,1,22,35,62.1,True
602,Payroll,UK,Intake,117,38,Normal,Low,5,13,2,33,14,51.2,True
603,Work Permit,AU,Documentation,112,112,Normal,Medium,5,21,2,38,45,93.6,True
604,Payroll,US,Decision,104,91,Normal,Medium,4,6,1,31,14,66.9,True
605,PR Application,CA,Submission,100,48,Normal,Medium,1,6,2,45,90,80.7,False
606,PR Application,CA,Decision,100,37,Urgent,Medium,3,20,2,33,83,84.9,True
607,Visa Renewal,CA,Government Review,117,88,Urgent,Low,4,21,2,22,23,73.7,True
608,Visa Renewal,US,Intake,114,31,Normal,High,2,22,2,27,30,77.5,True
609,Payroll,CA,Government Review,116,29,Normal,Medium,2,10,0,27,14,61.6,True
610,Visa Renewal,DE,Intake,110,56,Urgent,Low,1,17,1,21,23,45.0,True
611,Tax,UK,Decision,116,100,Normal,Low,2,9,2,35,21,62.9,True
612,Visa Renewal,CA,Documentation,112,115,Normal,Low,1,14,4,10,30,63.1,True
613,Work Permit,US,Documentation,100,74,Normal,Medium,6,29,0,28,45,92.3,True
614,Work Permit,US,Decision,101,23,Normal,High,3,11,1,40,45,75.2,True
615,Relocation,CA,Closure,108,114,Urgent,Medium,5,22,2,37,28,83.9,True
616,Payroll,DE,Submission,102,82,Normal,High,3,16,0,41,14,76.4,True
617,Visa Renewal,AU,Decision,100,109,Normal,Low,1,21,4,33,30,76.1,True
618,Visa Renewal,CA,Documentation,115,31,Normal,Medium,3,23,0,8,30,70.5,True
619,Visa Renewal,CA,Decision,105,37,Normal,Low,2,28,1,37,30,78.9,True
620,Relocation,DE,Government Review,116,27,Normal,Low,6,16,0,41,35,77.3,True
621,Relocation,CA,Documentation,104,51,Normal,Medium,3,0,0,33,35,44.8,True
622,Tax,UK,Documentation,104,103,Normal,Low,6,5,2,19,21,56.8,True
623,Relocation,US,Intake,105,68,Normal,Medium,2,20,2,30,35,74.1,True
624,Relocation,DE,Submission,102,123,Normal,Medium,5,14,2,14,35,71.7,True
625,Work Permit,CA,Documentation,104,82,Normal,Medium,5,18,1,14,45,72.3,True
626,Payroll,DE,Government Review,104,96,Normal,Low,2,13,3,36,14,70.9,True
627,Visa Renewal,DE,Closure,109,78,Normal,Medium,6,9,1,7,30,61.7,True
628,Work Permit,US,Intake,109,106,Normal,High,0,28,0,43,45,86.8,True
